Inflight wifi service,Online boarding,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Flight Distance,Age,Seat comfort,Class
1,4,1,1,1,1,3098,41,3,3
3,4,1,5,1,5,1491,47,4,3
5,4,1,5,1,5,1597,53,5,1
2,5,1,4,1,4,247,59,4,3
2,2,0,4,1,5,404,36,3,1
4,5,1,5,1,5,447,70,5,3
4,4,1,4,0,1,495,40,4,1
0,4,1,1,1,5,2937,44,4,3
4,2,1,2,1,1,1179,24,2,3
2,2,0,2,1,5,1416,12,2,1
5,5,0,2,1,5,1995,57,2,1
2,2,1,2,1,5,761,38,2,1
5,5,0,5,1,4,261,38,5,1
3,3,0,3,1,4,337,7,3,1
3,3,0,3,1,2,545,22,3,1
3,5,1,4,1,4,2227,41,5,3
5,5,1,5,1,3,1476,23,5,3
1,0,0,5,1,3,78,54,5,1
4,4,0,4,1,5,1670,48,3,1
4,4,1,4,1,2,270,27,4,1
3,1,0,5,1,1,2475,64,1,1
4,5,1,5,1,5,1754,31,5,3
4,4,1,4,1,2,2290,31,4,3
2,4,0,3,1,2,423,7,3,2
1,1,1,1,1,3,414,32,1,1
2,5,0,1,1,3,406,8,1,1
3,2,1,5,0,2,912,25,5,1
4,5,1,4,1,3,184,55,5,3
1,0,0,4,1,5,2554,14,4,1
4,4,0,4,1,4,2504,67,4,1
3,3,0,4,1,1,158,15,4,1
2,1,1,5,0,3,121,27,5,1
4,4,1,2,0,3,541,24,2,3
2,2,0,3,1,4,220,36,2,1
2,2,1,2,1,2,304,37,2,2
2,2,0,5,1,4,2295,17,5,2
2,2,0,4,1,3,216,59,4,1
1,4,0,4,1,4,345,69,4,1
0,4,1,2,1,5,2271,66,4,3
3,4,0,1,1,4,515,46,5,1
2,2,0,3,1,3,895,67,3,1
4,5,1,5,1,5,1121,29,5,3
1,3,0,1,1,4,1546,69,4,1
2,1,0,5,1,5,319,42,3,1
2,2,1,2,1,4,356,39,2,1
4,3,1,4,1,3,205,53,4,1
5,5,1,4,1,3,214,57,4,3
0,5,1,1,1,3,337,59,5,3
3,3,1,4,0,4,230,37,4,1
5,5,1,5,1,5,767,58,4,3
3,4,1,3,1,3,235,42,4,1
2,3,1,1,0,3,1076,25,1,1
1,1,0,4,1,3,1020,14,4,1
5,4,1,4,1,5,3590,40,5,3
3,2,1,3,1,3,1955,49,2,3
3,2,0,5,1,5,296,41,5,1
4,4,0,5,1,5,1182,53,5,1
4,4,1,4,1,3,463,37,4,2
2,2,0,1,1,1,1126,10,1,1
4,4,1,4,1,5,458,36,4,2
4,4,1,2,0,4,229,36,2,1
1,3,1,2,1,3,1846,58,4,3
2,2,1,2,1,1,834,27,2,1
4,4,1,5,1,1,794,40,1,3
2,2,1,2,1,3,2756,19,2,3
5,5,1,5,1,5,3744,37,5,3
5,4,1,4,1,4,1123,58,5,3
4,4,1,5,1,3,2166,71,4,3
4,4,0,4,1,5,349,18,4,1
4,4,0,3,1,5,1097,66,5,1
5,4,1,5,1,5,3064,54,4,3
2,4,1,4,1,4,2306,30,4,3
3,4,1,4,1,4,641,44,4,3
4,4,1,5,1,3,584,53,5,1
1,1,1,5,0,3,1107,25,5,1
2,2,1,4,0,2,1050,22,4,1
2,2,0,2,1,2,125,33,2,1
3,4,1,3,1,3,432,39,3,1
5,4,1,4,1,5,2004,46,5,3
4,4,1,4,1,2,1874,31,4,1
3,2,1,2,0,3,148,38,2,3
2,2,1,2,1,3,758,53,2,1
2,4,1,4,1,4,1610,28,4,3
4,5,1,4,1,5,2580,43,5,3
1,3,1,1,1,4,853,41,3,3
4,4,1,1,0,4,171,24,1,1
4,4,1,5,1,3,641,42,4,3
1,1,0,3,1,2,192,69,2,2
4,4,1,2,0,2,562,26,2,1
2,2,0,1,1,3,672,20,1,1
2,4,1,5,1,3,1961,39,4,3
4,4,1,4,1,4,2083,22,4,3
1,2,0,5,1,4,594,53,5,1
5,5,1,4,0,2,1309,16,2,3
3,5,1,5,1,3,2612,22,5,3
2,1,0,3,1,1,631,43,1,2
3,3,0,1,1,2,441,50,1,1
4,4,0,3,1,3,1061,21,3,1
1,1,1,1,1,4,2730,22,1,3
4,5,1,2,1,3,2799,45,3,3
1,1,1,1,1,3,1023,25,1,3
2,2,1,1,0,3,405,30,1,1
4,4,0,1,1,4,444,13,4,3
4,4,0,4,1,1,647,16,4,1
2,2,1,5,0,4,484,22,5,1
2,2,1,2,1,2,1440,33,2,3
3,3,0,4,1,3,294,34,4,1
5,1,1,5,0,1,822,26,1,3
2,2,1,2,1,2,601,46,2,2
1,5,1,4,1,5,2300,40,5,3
4,4,0,3,1,2,460,18,3,1
4,4,0,1,1,4,427,51,5,1
4,2,1,4,1,3,149,48,3,1
3,4,0,5,1,4,628,60,4,3
1,1,0,1,1,4,965,23,1,1
2,2,1,2,1,3,238,53,2,1
4,4,1,3,0,4,326,27,3,3
2,5,1,4,1,4,895,39,2,3
2,2,0,2,1,2,429,52,3,1
2,2,0,4,1,3,550,70,3,1
2,5,1,5,1,3,2876,38,5,3
2,2,1,2,0,3,421,36,2,1
5,4,0,5,1,2,919,67,3,1
0,5,1,4,1,4,3407,58,5,3
4,4,1,4,1,2,101,57,4,1
2,4,0,3,1,5,280,46,5,2
5,5,1,5,1,3,120,50,2,1
3,3,0,3,1,3,337,56,4,1
1,3,0,5,1,5,438,25,4,1
4,5,1,5,1,5,1095,55,5,3
3,4,1,4,1,5,222,23,4,3
5,5,1,5,1,3,1907,37,5,3
4,4,1,2,0,1,569,29,2,1
5,4,1,5,1,3,534,53,5,3
4,4,1,3,0,2,488,20,3,1
2,2,0,4,1,1,1471,39,2,1
3,3,1,3,1,2,965,42,5,3
3,3,1,3,1,4,718,41,3,1
2,3,1,4,0,3,1139,21,4,1
3,2,1,5,1,2,363,56,2,3
5,5,1,3,1,4,2116,42,5,3
4,4,1,4,1,1,110,27,4,2
4,4,1,4,1,3,1599,30,4,3
3,3,1,3,1,1,1821,57,3,3
4,4,1,4,1,5,3103,48,5,3
2,2,0,1,1,2,822,19,1,1
3,3,1,3,0,4,1107,24,3,1
1,4,1,2,1,5,2488,53,5,3
3,3,0,4,1,5,985,44,2,1
3,4,1,2,0,4,373,29,2,1
5,5,1,4,1,3,2007,52,4,3
5,3,1,3,1,5,391,25,3,3
2,5,1,5,1,4,1712,47,4,3
4,3,1,4,1,2,867,53,2,3
2,2,0,3,1,3,1666,10,3,1
1,5,1,5,1,3,3593,49,4,3
3,5,0,5,1,3,1072,60,5,1
5,5,1,5,1,3,425,40,5,1
4,0,0,2,1,4,200,51,2,1
3,3,0,5,1,5,612,49,5,1
2,2,0,2,1,4,106,26,3,2
1,1,1,2,0,3,89,25,2,3
5,4,1,4,1,5,2414,45,4,3
3,3,1,4,0,3,200,25,1,2
3,3,1,1,0,2,693,25,2,1
3,3,0,5,1,2,1475,59,5,1
3,3,0,1,1,4,983,27,2,1
1,2,0,4,1,1,391,59,3,2
4,4,1,2,0,3,859,19,3,3
2,2,1,4,0,4,2139,22,5,1
3,3,1,5,0,1,237,29,5,2
4,4,1,2,0,2,238,27,2,1
4,4,1,4,1,4,849,45,4,1
2,2,1,2,1,2,526,47,1,3
2,3,1,5,0,4,721,38,5,1
2,4,1,1,1,1,472,46,4,1
4,5,1,5,0,1,641,29,1,1
3,3,1,4,0,5,1541,41,4,3
4,2,1,4,1,5,327,62,4,1
3,3,0,1,1,5,776,15,1,1
3,3,0,5,1,5,427,34,2,1
1,2,1,1,1,3,2845,9,1,3
2,2,0,2,1,4,694,33,2,1
0,1,0,3,1,1,4963,13,1,1
2,1,1,5,1,1,645,33,4,3
3,2,1,3,1,2,1171,37,3,3
1,1,0,3,1,4,405,30,3,3
2,2,0,3,1,2,581,26,3,1
2,2,0,3,1,5,404,33,3,1
1,1,0,5,1,3,954,59,2,1
3,5,1,4,1,5,473,53,5,3
0,4,0,2,1,3,405,65,3,1
4,5,1,4,1,3,3113,46,4,3
1,1,0,5,1,4,369,18,5,1
0,4,0,5,1,2,448,45,3,1
1,1,1,4,0,1,787,16,1,1
3,5,1,5,1,5,2703,63,4,3
3,4,1,3,1,3,406,38,4,3
3,3,1,3,1,1,813,48,3,3
3,3,1,3,1,1,1900,26,3,3
1,1,1,5,0,4,1024,45,5,3
3,3,1,3,1,4,501,36,3,1
1,5,0,4,1,3,1183,60,5,1
3,3,0,4,1,4,738,30,4,1
3,3,1,3,1,3,594,49,3,1
2,4,1,2,1,2,2091,34,3,3
2,5,1,2,1,3,1973,41,5,3
1,1,0,4,1,3,273,65,5,1
1,1,1,2,0,1,543,18,2,1
3,3,0,4,1,4,925,26,4,1
2,2,1,2,1,4,1990,30,2,3
1,4,1,3,1,5,2441,51,4,3
4,5,1,3,1,2,1581,38,5,3
5,3,0,3,1,3,370,62,2,2
5,4,0,4,1,4,442,49,4,1
2,2,0,5,1,4,2300,47,5,1
1,5,1,5,1,5,1440,23,5,3
5,4,1,4,1,4,651,40,5,3
2,2,1,2,0,2,1028,36,2,1
3,4,1,4,1,4,600,28,4,3
2,3,1,2,1,1,484,51,3,3
4,3,0,1,1,3,1172,70,5,1
1,4,1,1,1,2,1511,77,4,3
2,2,0,2,1,5,175,17,2,1
4,4,1,4,1,3,192,37,4,1
2,2,0,4,1,5,257,22,4,1
3,3,1,3,1,3,389,68,3,2
2,3,0,5,1,4,985,38,5,2
2,4,1,2,1,3,2618,41,3,3
1,1,1,1,1,4,189,15,2,1
3,3,1,3,1,3,2719,39,4,3
4,4,0,3,1,1,775,34,3,1
3,3,0,4,1,2,119,34,4,1
1,4,1,4,1,3,102,35,5,3
3,3,0,3,1,5,762,24,3,2
2,2,0,2,1,4,1037,48,2,1
3,4,1,5,1,5,417,42,4,3
3,5,0,4,1,5,192,31,5,1
4,5,1,5,1,5,2859,40,5,3
1,1,1,3,0,5,1155,8,3,1
4,4,0,1,1,4,311,39,1,1
4,5,1,5,1,4,967,47,5,3
4,4,1,4,1,1,1024,38,4,2
1,4,0,5,1,1,429,45,4,1
4,4,0,5,1,3,602,38,1,1
5,5,1,5,1,5,2223,31,5,3
2,2,1,2,0,3,594,25,2,3
2,5,0,5,1,3,460,63,2,1
1,1,1,3,0,2,295,32,3,1
1,4,1,3,1,4,4963,57,4,3
2,2,0,2,1,5,637,7,2,1
3,3,1,3,1,3,1592,29,3,3
3,3,0,2,1,3,452,15,2,1
4,5,1,5,1,4,1596,23,5,3
4,4,1,4,0,3,965,28,4,1
5,3,1,5,1,1,867,48,1,1
2,5,1,5,1,3,3331,54,5,3
2,2,1,2,1,1,2342,39,2,1
3,3,0,5,1,4,214,62,2,1
2,3,0,1,1,2,599,55,4,1
2,2,0,5,1,3,175,10,5,1
1,4,0,4,1,3,356,46,5,1
4,5,1,4,1,5,2917,54,5,3
2,4,1,5,1,2,147,50,5,3
5,5,0,4,1,2,813,54,4,1
5,5,1,5,1,3,1340,53,4,3
3,3,0,1,1,4,1874,52,4,1
3,3,1,3,0,4,192,26,3,1
4,5,0,2,1,4,302,53,5,1
4,4,0,3,1,3,1005,53,4,1
1,4,1,1,1,4,495,47,4,3
3,5,0,3,1,5,2295,38,5,3
2,4,1,2,1,3,1660,43,4,3
3,3,1,3,1,3,1702,44,5,3
1,4,1,3,1,5,1748,42,5,3
1,1,0,2,1,4,1482,67,2,1
2,1,1,5,0,4,416,25,5,1
1,1,1,4,0,5,913,31,4,1
4,4,1,1,0,5,926,49,1,3
1,1,1,2,0,1,201,28,2,1
1,1,0,5,1,4,192,54,5,1
2,2,1,2,1,3,834,28,2,1
1,1,0,5,1,4,479,57,5,1
3,3,1,3,1,1,351,68,3,3
4,2,1,4,1,1,1747,56,3,1
2,2,1,4,0,2,784,19,4,2
2,2,0,2,1,3,1846,28,2,1
4,3,1,2,1,5,1900,60,5,3
5,3,1,3,1,2,157,52,4,1
1,3,0,3,1,4,1020,55,4,1
1,3,1,5,1,3,1065,54,4,3
0,0,1,1,0,4,140,22,1,3
3,3,1,4,0,3,594,8,4,2
2,2,0,2,1,4,404,31,2,3
3,4,1,4,1,3,3540,46,5,3
2,5,1,3,1,4,480,40,5,3
3,5,0,3,1,4,438,67,5,1
3,2,1,4,1,2,2288,26,2,3
3,3,0,2,1,5,696,12,3,1
1,4,1,2,1,2,1024,39,5,3
1,4,1,2,0,4,776,8,4,1
2,2,0,1,1,4,679,38,1,1
4,5,0,3,1,4,125,46,1,1
3,3,1,3,1,2,550,39,3,1
5,4,1,5,1,5,1514,47,4,3
2,2,0,2,1,2,631,67,2,1
3,3,0,4,1,4,1013,43,3,1
2,2,0,4,1,5,164,37,4,1
4,2,0,4,1,2,90,63,2,1
3,3,0,3,1,3,438,15,3,1
2,4,1,4,1,4,483,22,4,3
1,4,1,3,1,3,1962,48,5,3
2,2,1,1,1,2,500,60,1,2
5,5,1,5,1,5,334,55,5,1
3,3,0,5,1,1,1235,39,5,1
3,2,0,1,1,4,342,52,1,1
1,1,1,4,1,2,1947,55,4,2
5,3,1,4,1,2,2089,43,1,3
5,5,1,5,1,2,101,62,2,1
3,3,1,3,1,2,852,39,3,1
4,4,0,4,1,5,399,24,4,2
1,1,0,4,1,1,964,20,4,1
5,5,1,5,1,2,190,35,5,1
4,4,0,4,1,5,500,35,4,1
2,2,1,2,0,3,602,37,2,3
1,2,0,4,1,5,2454,18,4,1
2,3,1,2,1,1,1832,39,4,3
4,4,1,4,1,3,3933,46,4,3
1,4,1,3,1,3,3880,42,4,3
2,5,1,3,1,5,2454,39,5,3
1,5,1,5,1,4,2904,45,5,3
4,4,1,5,1,3,2680,47,4,3
3,3,0,3,1,5,1379,25,4,2
2,3,0,5,1,3,255,68,4,3
2,2,0,2,1,5,862,58,3,1
3,4,1,4,1,3,1389,31,4,3
4,5,1,5,1,5,168,57,5,3
2,4,1,4,1,4,3547,31,4,3
4,4,1,4,1,4,633,38,4,1
3,2,0,5,1,1,925,31,5,1
5,5,1,4,1,3,925,49,4,3
2,4,1,2,1,1,427,52,4,3
3,3,0,3,1,3,354,27,3,2
4,4,1,5,0,4,589,51,2,3
2,2,0,1,1,2,2475,24,2,1
3,1,0,2,1,4,371,31,2,1
1,1,0,4,1,4,212,31,4,2
2,2,1,2,1,4,1008,45,2,2
2,2,1,3,1,2,631,60,2,1
1,4,1,5,1,3,3897,52,5,3
2,5,1,4,1,3,1192,58,4,3
2,1,1,2,1,4,3617,36,2,3
3,4,1,3,1,3,3240,50,5,3
1,5,1,5,1,5,1562,43,4,3
2,2,1,2,0,3,1072,34,2,3
3,3,0,1,1,5,1416,50,4,1
2,2,0,1,1,4,1670,13,1,1
3,4,1,4,1,5,3890,44,4,3
3,4,1,5,1,4,2938,38,5,3
2,2,1,1,1,4,1670,59,1,2
3,3,1,2,0,4,237,32,2,1
5,4,1,4,1,3,1726,59,4,3
1,3,1,5,1,1,3075,53,3,3
5,5,1,4,1,4,1958,60,5,3
3,3,0,4,1,3,2475,15,3,3
3,1,0,2,1,1,405,53,5,1
3,3,1,3,0,5,697,26,3,2
1,4,1,1,1,3,2338,52,4,3
3,5,0,5,1,5,528,52,5,1
2,2,1,2,1,4,3598,33,2,3
1,3,1,5,1,3,2227,47,5,3
5,5,1,5,1,4,2530,59,4,3
4,4,1,4,1,3,1814,37,4,3
3,3,0,2,1,5,240,35,2,1
3,4,1,3,1,4,524,39,3,1
1,1,1,1,1,1,695,27,1,3
2,3,1,2,1,5,438,40,2,1
2,2,0,4,1,4,67,35,4,2
4,2,0,2,1,2,1670,47,4,2
1,1,0,2,1,4,488,7,2,1
1,5,1,2,1,4,1667,46,4,3
3,3,0,5,1,2,551,63,5,1
1,2,1,4,1,4,2313,40,1,3
3,3,1,5,0,3,226,24,5,1
1,5,1,4,1,4,1235,49,5,3
3,2,1,4,0,4,571,22,4,1
2,5,1,5,1,4,332,45,5,3
3,2,1,5,1,5,817,44,1,3
5,4,1,5,1,3,2586,20,5,3
5,4,1,4,1,5,2419,43,5,3
5,5,1,5,0,3,370,44,5,3
2,3,1,4,1,4,2125,49,4,3
4,5,1,5,0,5,363,21,5,3
5,4,1,4,1,4,1671,52,4,3
2,5,1,4,1,5,2063,52,5,3
1,4,1,4,1,3,354,48,5,3
1,4,0,5,1,4,762,16,4,1
3,4,1,3,1,5,340,57,5,3
2,2,0,3,1,3,209,56,3,1
2,5,1,4,1,4,1615,54,5,3
5,5,0,1,1,5,1192,66,1,1
2,4,1,4,1,4,444,60,5,3
2,4,1,1,1,4,936,57,5,3
4,4,1,3,0,3,1265,11,3,1
2,4,1,4,1,3,2383,55,5,3
4,4,0,5,1,4,696,59,5,1
5,5,1,5,1,5,594,27,5,1
1,4,1,4,1,3,562,24,4,3
2,2,0,2,1,3,680,21,2,1
1,4,1,4,1,3,3792,46,5,3
3,4,1,5,1,3,3131,60,5,3
3,3,0,4,1,5,1235,48,1,2
4,4,0,5,1,3,416,15,1,1
2,3,0,4,1,5,628,23,4,1
4,4,1,4,1,4,2254,31,4,3
4,5,1,3,1,4,3544,41,4,3
2,2,0,1,1,3,590,13,1,1
3,3,0,2,1,2,605,42,2,1
1,0,1,2,1,4,337,28,2,2
3,3,0,3,1,3,333,35,3,1
0,0,0,4,1,4,484,64,4,1
2,5,1,4,1,4,3455,57,4,3
5,4,1,5,1,5,404,50,5,3
4,4,0,3,1,3,1874,21,3,1
5,4,1,5,1,5,2419,41,4,3
5,5,1,5,1,1,488,41,5,1
4,4,1,2,0,2,820,37,2,1
3,2,0,2,1,2,913,16,2,2
2,3,1,2,1,2,1890,43,3,3
2,4,1,4,1,4,429,55,4,3
4,4,1,1,1,4,2288,29,4,3
4,4,1,2,1,4,902,55,4,3
4,5,1,3,1,4,1730,56,5,3
3,3,1,2,1,3,1407,45,2,1
1,1,1,1,0,1,2486,12,1,1
2,3,0,4,1,4,204,58,1,2
5,5,1,4,0,5,1325,30,4,3
5,2,1,5,1,3,267,46,4,3
2,5,1,4,1,5,200,59,4,3
1,4,1,4,1,5,2799,46,4,3
4,4,1,4,1,3,2712,60,4,3
1,5,0,3,1,3,246,47,5,1
2,2,1,3,0,4,719,27,3,3
2,2,1,3,0,3,101,24,3,1
2,3,1,2,1,1,2551,50,3,3
4,4,1,4,0,3,737,29,4,1
5,5,1,5,1,4,223,43,5,1
5,5,1,5,1,5,177,40,4,3
4,4,0,4,1,3,813,63,4,2
3,3,0,2,1,4,711,15,2,1
3,3,1,3,1,1,2419,23,3,3
2,2,1,1,1,2,116,65,2,2
4,4,1,4,0,4,878,54,4,1
2,2,0,5,1,2,495,27,5,3
3,3,1,4,0,4,1444,25,4,1
2,2,0,3,1,5,356,37,3,1
2,2,1,5,0,4,421,28,5,1
4,4,1,5,0,4,714,41,5,3
3,3,0,5,1,1,373,19,2,1
4,5,1,5,1,3,3576,45,1,3
4,4,1,4,0,4,226,23,4,1
4,4,0,2,1,3,2174,27,4,2
4,5,1,5,1,4,762,44,4,3
1,5,1,5,1,5,1681,30,5,3
1,4,0,4,1,4,309,63,5,1
2,2,0,4,1,4,543,69,4,1
3,4,1,4,1,5,3684,30,4,3
2,2,1,1,0,5,337,25,1,3
1,1,0,4,1,3,383,13,4,1
1,3,0,3,1,2,101,55,4,2
1,1,0,1,1,1,2449,68,1,1
3,3,0,3,1,4,319,35,3,1
2,1,1,5,0,5,337,39,5,1
2,2,0,5,1,4,972,49,5,1
4,3,0,4,1,1,349,47,3,1
2,2,0,1,1,5,916,40,1,1
2,2,1,1,1,3,3202,42,2,3
3,3,0,5,1,5,447,36,5,1
5,4,1,2,1,4,2480,43,5,3
4,4,1,4,1,3,266,43,4,1
4,4,1,4,1,3,192,41,4,1
1,5,1,4,1,5,3824,55,4,3
2,1,0,4,1,5,1306,44,4,1
2,2,1,3,0,1,349,19,3,3
1,1,1,1,0,2,373,65,1,2
4,5,0,3,1,5,649,44,4,3
2,3,1,2,0,1,369,39,4,1
1,5,1,5,1,4,2632,49,5,3
3,3,0,2,1,4,602,29,2,1
5,5,1,4,1,3,447,47,5,3
0,4,1,5,1,3,2813,70,4,3
3,3,0,2,1,2,1208,31,2,1
1,1,0,4,1,2,731,22,4,1
5,5,1,2,0,4,1014,41,2,3
5,1,1,5,1,5,1448,42,3,3
3,5,0,5,1,4,528,69,4,1
5,5,1,4,1,5,2342,55,4,3
3,5,1,3,1,2,399,38,3,1
4,4,1,3,1,4,1400,32,4,3
4,4,1,4,1,4,1069,63,4,1
5,4,1,5,1,3,2500,51,3,3
2,2,1,2,0,3,834,38,5,3
2,4,0,4,1,4,605,65,5,1
4,2,1,4,1,3,3559,40,5,3
4,4,1,5,0,4,1788,19,5,1
4,5,0,1,1,5,578,59,5,3
2,2,1,4,0,5,272,58,4,3
1,1,1,5,0,4,2176,30,1,3
2,4,1,4,1,3,1784,39,5,3
0,2,0,5,1,1,503,48,2,1
2,2,0,2,1,3,632,19,2,1
5,5,0,3,1,3,541,43,3,1
5,4,1,4,1,5,1521,10,4,3
4,4,1,1,0,2,797,25,2,1
4,4,0,3,1,4,163,18,3,1
1,2,0,5,1,4,425,43,4,1
1,1,1,4,1,2,2084,51,1,3
4,4,1,3,0,2,227,25,3,3
5,5,1,5,1,2,404,38,5,1
2,4,1,2,1,5,1363,48,4,3
5,5,1,5,1,4,1086,28,5,2
2,2,0,5,1,3,2586,43,4,1
2,2,1,5,0,3,282,26,5,2
3,3,1,3,1,4,3038,30,3,3
1,1,1,1,0,4,989,42,1,3
3,3,0,4,1,4,1061,46,4,1
1,4,0,4,1,4,861,26,4,1
2,4,1,4,1,3,3838,52,4,3
3,3,0,1,1,5,293,47,4,1
3,3,0,3,1,2,1482,38,5,1
4,4,1,4,1,5,3830,47,4,3
2,2,0,4,1,1,925,45,4,1
1,4,1,4,1,3,3258,20,4,3
3,3,1,3,1,4,443,37,3,2
3,3,1,1,0,1,641,21,1,1
3,3,0,3,1,1,179,58,3,1
5,5,1,5,1,5,2645,31,4,3
2,3,0,5,1,3,819,43,5,1
2,2,1,2,1,2,200,51,2,1
3,4,1,4,1,5,3380,41,4,3
3,3,0,4,1,5,201,15,4,1
4,4,1,4,1,2,297,39,4,1
5,4,1,5,1,3,3161,57,4,3
3,3,1,3,1,4,1739,42,3,1
3,3,1,3,1,3,429,20,3,2
1,1,0,2,1,4,1147,45,2,1
1,2,1,1,1,3,2454,72,2,3
3,3,1,3,1,4,719,48,3,3
2,3,1,2,1,4,3304,56,3,3
1,1,0,3,1,5,991,13,3,1
4,5,1,2,1,3,3594,53,4,3
2,2,1,2,1,3,3488,9,2,3
3,4,0,2,1,4,73,66,5,1
2,2,0,5,1,5,632,52,5,1
5,5,1,5,1,1,170,28,5,1
2,2,1,1,0,4,1255,24,1,1
1,4,1,3,1,4,1729,41,4,3
1,5,1,4,1,4,404,43,5,3
5,5,0,3,1,3,1464,45,3,2
2,2,1,5,0,4,783,29,5,3
5,4,1,5,1,3,1654,49,5,3
5,4,0,5,1,3,748,10,5,1
2,4,1,2,1,3,3116,54,3,3
2,2,1,5,0,5,507,27,5,3
1,4,1,4,1,3,295,29,4,3
3,4,1,3,1,4,1481,57,4,3
3,3,0,2,1,3,406,26,2,1
2,2,0,4,1,3,1020,36,4,2
4,4,1,4,1,2,214,54,4,1
3,3,0,4,1,3,199,13,5,1
4,4,0,3,1,4,637,21,3,3
4,2,0,5,1,2,188,45,2,1
4,3,1,4,1,4,440,32,4,3
4,4,1,4,0,2,89,23,4,1
1,1,1,1,1,1,1846,58,1,1
5,5,1,5,0,2,721,22,4,1
2,2,0,3,1,4,1045,28,3,1
3,1,1,5,1,2,2892,44,2,3
2,2,0,2,1,4,337,48,2,1
2,4,0,1,1,3,296,40,1,1
3,3,0,2,1,4,503,16,2,1
1,1,1,1,0,3,175,21,1,1
1,4,1,1,1,1,255,36,3,3
1,5,1,4,1,5,1956,70,4,3
3,3,1,1,0,3,696,38,1,3
3,3,1,3,0,2,405,23,3,2
1,1,0,2,1,4,315,19,2,1
0,5,1,1,1,3,2696,37,4,3
2,5,0,2,1,5,157,55,5,1
1,1,0,1,1,5,1134,33,1,1
2,2,0,2,1,5,591,49,2,1
1,4,1,4,1,5,2011,44,5,3
3,3,0,3,1,4,248,17,3,1
2,4,1,2,1,2,1929,58,3,3
1,4,0,4,1,4,1927,60,5,3
3,3,1,5,0,1,421,26,3,3
2,2,1,4,0,5,160,27,5,3
3,3,0,2,1,4,366,7,2,1
3,3,1,4,1,4,773,42,4,1
5,5,1,5,1,4,1145,60,5,3
1,3,0,5,1,5,338,10,4,2
4,5,1,4,1,4,1562,35,4,3
4,4,1,4,1,3,2191,43,5,3
4,4,1,5,1,5,733,40,5,3
3,3,0,4,1,4,1197,11,4,1
2,2,0,3,1,5,1605,55,2,1
2,2,0,3,1,1,528,54,3,1
2,2,0,5,1,5,587,41,5,1
4,3,1,4,1,1,1034,39,4,3
4,4,1,5,1,3,3415,42,5,3
2,2,0,4,1,1,417,27,4,1
4,4,1,5,1,3,2867,44,4,3
3,1,1,5,1,4,1630,35,2,3
4,3,1,2,1,3,2813,54,3,3
4,5,0,1,1,1,2586,44,1,1
4,4,1,4,1,5,449,59,5,3
1,4,1,5,1,5,2288,38,5,3
3,2,1,4,1,1,488,63,2,1
5,5,1,5,1,5,363,36,5,1
3,3,0,2,1,2,888,14,1,2
4,5,1,4,1,2,907,48,3,2
1,3,1,5,1,3,1814,43,5,3
2,4,0,5,1,3,533,64,5,1
4,4,1,1,0,5,301,24,1,1
4,5,1,4,1,5,1185,23,5,2
1,1,1,4,0,1,508,25,4,1
3,2,1,4,1,4,160,56,4,3
4,3,1,1,1,3,2303,38,3,3
3,4,1,4,1,3,2092,47,5,3
1,4,1,1,1,1,473,44,3,3
4,4,1,4,1,3,3106,40,3,3
1,4,1,4,1,4,347,58,4,3
0,4,1,1,1,4,319,56,5,3
1,3,1,3,1,4,2050,36,4,3
3,3,0,4,1,4,610,44,4,1
3,4,0,1,1,5,628,57,5,1
2,4,1,5,1,2,1869,39,5,3
1,4,1,4,1,3,1546,56,5,3
3,4,0,3,1,5,862,39,5,3
2,1,1,2,1,4,622,11,2,3
3,4,1,4,1,3,1747,27,4,3
2,2,1,3,0,5,2611,25,3,3
2,2,0,3,1,5,936,13,3,1
2,4,1,5,1,4,3165,48,4,3
3,5,0,5,1,3,602,54,4,1
0,0,0,1,1,5,270,13,1,2
5,5,0,2,1,5,493,53,2,1
5,4,1,4,1,3,2309,26,4,3
3,3,1,3,0,3,2585,12,3,1
4,4,1,1,0,3,413,39,1,3
3,4,0,4,1,3,1874,14,4,3
1,1,1,1,1,3,867,23,3,1
2,3,1,2,1,1,3502,80,4,3
4,4,1,4,0,4,236,39,4,3
5,4,1,4,1,4,1559,31,4,3
4,4,1,4,1,5,563,22,5,1
5,4,1,4,1,5,157,62,5,3
1,1,0,4,1,4,447,35,3,1
2,3,0,4,1,3,2615,68,3,1
2,2,0,3,1,4,1609,38,3,1
4,5,1,5,1,5,590,20,5,3
2,5,1,4,1,3,1076,51,4,3
1,1,0,3,1,1,255,32,5,1
4,5,1,4,1,3,1633,42,5,3
2,2,0,1,1,4,862,62,1,1
4,4,1,4,1,2,1513,23,4,3
1,5,1,4,1,3,1416,58,4,3
5,4,1,4,1,3,2378,30,4,3
2,5,0,2,1,5,577,45,5,1
1,3,1,5,1,3,1671,49,4,3
3,4,1,4,1,5,460,45,4,3
1,5,1,5,1,4,2267,27,5,3
2,2,1,2,1,2,352,73,2,1
5,5,1,4,1,4,261,57,4,1
1,1,1,1,1,2,2599,26,2,2
2,2,1,2,1,1,1726,18,2,3
3,3,1,3,1,1,1916,50,3,1
2,5,1,2,1,3,3121,57,5,3
4,4,1,4,1,2,867,48,4,1
3,3,1,3,1,3,1126,24,1,1
2,2,1,2,1,5,325,39,2,1
3,4,1,2,1,2,214,58,3,3
